"Great service. Order online (user friendly website and good selection of tyre brands), make an appointment, show up and done-and-dusted within an hour.Have used BC several times with the Tweeddale garage in Peebles and they have been perfect each time.",ease of booking positive,length of fitting positive,garage service positive,,,,,,,,,,,
Great Value and Service. Best price on the tyres required after shopping around and really efficient fitting service at one of my local garages. Great value and service. Would thoroughly recommend using [REDACTED].com.,garage service positive,location positive,length of fitting positive,value for money positive,,,,,,,,,,
good prices and excellent service when fitting tyre - will use again.,value for money positive,garage service positive,,,,,,,,,,,,
Simple process. Very efficient Good price and a wide choice of tyres.,value for money positive,,,,,,,,,,,,,
Hassle free and not badly priced,value for money positive,,,,,,,,,,,,,
Easy process from start to finish.,ease of booking positive,,,,,,,,,,,,,
"I reviewed the garage used for my last fitting. My experience was not good. However, no one has contacted me following my review",garage service positive,,,,,,,,,,,,,
Unbeatable price!,value for money positive,,,,,,,,,,,,,
Prices are competitive and the ordering process is straightforward. Being given a choice of fitters is handy. I choose one that I know is usually quiet so the work is normally done quickly.,value for money positive,,,,,,,,,,,,,
Very competitive and great service,value for money positive,,,,,,,,,,,,,
really straightforward ordering with clear info about tyre ratings and good user reviews- hassle free fitting from local tyre shop and of course excellent price point,value for money positive,location positive,,,,,,,,,,,,
Great prices and excellent service,value for money positive,,,,,,,,,,,,,
The chaps at ats were fabulous,garage service positive,,,,,,,,,,,,,
Good service and competitive prices,value for money positive,value for money positive,,,,,,,,,,,,
"Good service, good price",value for money positive,,,,,,,,,,,,,
"Plenty of options for buying tyres, good value.",value for money positive,,,,,,,,,,,,,
"Good price on tyres, fitted at a convenient location.",value for money positive,location positive,,,,,,,,,,,,
Easy.Good price. Helpful service,value for money positive,,,,,,,,,,,,,
Used [REDACTED] before due to price and being able to book the car in on line at a time that fits in around my plans,ease of booking positive,value for money positive,,,,,,,,,,,,
"The process was painless, all staff involved were personable and knew what they were doing and cared about their work, plus saved nearly £200 over other tyre retailers",value for money positive,,,,,,,,,,,,,
"VFM, ease of ordering",value for money positive,,,,,,,,,,,,,
"Ease of use, good price. Only issue is that the slot I booked online turned out not to be available but the communication around that was fine too..",advisor/agent service positive,value for money positive,ease of booking negative,,,,,,,,,,,
Prices are good but not always the cheapest so best to shop around,value for money positive,,,,,,,,,,,,,
It was a nightmare to book. Had email advising couldn't do original date offering alternative then had to chase and lost that alternative.,ease of booking negative,change of date negative,,,,,,,,,,,,
The tyres I wanted. A good price. A convenient location. No waiting. And a great job.,wait time positive,location positive,value for money positive,,,,,,,,,,,
"Only reason for not assigning 10 was that garage was unable to reserve time slot (other than am/pm); however, I was greeted by name, work on my car commenced immediately, and job was done to my complete satisfaction. Tyres ( Yokohama BluEarth-A AE50 235/50 R17 W (96)) were competitively priced and offered better fuel economy than many competing brands while still affording A-rated wet grip and 70dB.",garage service positive,garage service negative,tyre quality negative,tyre quality positive,ease of booking negative,value for money negative,wait time positive,value for money positive,,,,,,
Good price and quick response,response time positive,value for money positive,,,,,,,,,,,,
Easy website Value fir money,value for money positive,,,,,,,,,,,,,
Got messed about by the garage,garage service negative,,,,,,,,,,,,,
"The online aspect - order and scheduling the fit was easy to navigate. My chosen fitting centre provided an attentive, speedy and personable service. Would I use [REDACTED] and selected fitters again - absolutely - first class service all round!!",ease of booking positive,length of fitting positive,garage service positive,,,,,,,,,,,
"Brilliant service! Acceptable prices, especially when you buy a full set of tyres. Both the garages I have been directed to use have been very good indeed.",garage service positive,value for money positive,,,,,,,,,,,,
"Simple, straightforward, easy to use website, good prices - what’s not to like !",value for money positive,,,,,,,,,,,,,
Very easy efficient process and the tyre fitting was complete within 30 minutes,length of fitting positive,garage service positive,,,,,,,,,,,,
The website was simple and easy to use and the prices were the best.,value for money positive,,,,,,,,,,,,,
Easy to do online. Reliable. At a time that’s convenient and good price.,value for money positive,,,,,,,,,,,,,
Always excellent service and easy to use website,garage service positive,,,,,,,,,,,,,
"Attractive price for tyre, seem less selection of local fitting on a timely basis. Great end to end service",location positive,value for money positive,,,,,,,,,,,,
I was very impressed with the efficient service and prices. Not a full 10 as a local independant was cheaper by a couple of pounds per tyre but was not as convenient to get to for fitting.,location positive,value for money positive,value for money negative,,,,,,,,,,,
Recommendation from family member,,,,,,,,,,,,,,
Very easy and the service was as expected,ease of booking positive,,,,,,,,,,,,,
[REDACTED] are very good the supply system is quick and prices are also good,value for money positive,,,,,,,,,,,,,
Fitting Service Centre beyound awful.,garage service negative,,,,,,,,,,,,,
Appointment time was changed.,change of time negative,ease of booking negative,,,,,,,,,,,,
Price and professionalism of service.,value for money positive,,,,,,,,,,,,,
Easy to use website and book locally Good range and prices,location positive,ease of booking positive,value for money positive,,,,,,,,,,,
"Good price, excellent fitters (Chase Tyres) and easy to order.",garage service positive,value for money positive,,,,,,,,,,,,
"Easy purchase, excellent garage",garage service positive,,,,,,,,,,,,,
When I arrived to have my tyres fitted the garage we're not expecting me. After hunting around for my paperwork they did find my booking and said that [REDACTED] had booked me and another person in at the same time but that they only had one tyre fitter so I'd have to wait. It took over an hour for them to fit two tyres on my car.,wait time negative,booking confusion negative,,,,,,,,,,,,
Good prices and easy to arrange for fitment,value for money positive,ease of booking positive,,,,,,,,,,,,
"Garage I went to fit tyres didn't balance my wheels properly, I gone abroad next day with family and car was shaking so badly that I had to stop in Germany and I spend 300 Euro to get it right.",garage service negative,balancing negative,,,,,,,,,,,,
Value for money and convenient to book fitting online,ease of booking positive,value for money positive,,,,,,,,,,,,
"Competitive prices, great communication and plenty of local trustworthy garages to choose from. I will use again & again 👍🏻",location positive,value for money positive,garage service positive,,,,,,,,,,,
Really easy way to buy tyres & get them fitted at a location & time easy for you.,location positive,ease of booking positive,,,,,,,,,,,,
Very poor service from the fitting dealer.,garage service negative,,,,,,,,,,,,,
Much more expensive than last time And have sent me this survey twice,value for money negative,,,,,,,,,,,,,
[REDACTED] have an extensive range of tyres to suit every budget and the website is easy to use.,value for money positive,,,,,,,,,,,,,
Best price I could get for tyres.,value for money positive,,,,,,,,,,,,,
"A quick, easy and cost effective way to buy tyres.",value for money positive,,,,,,,,,,,,,
"Ease of ordering, good price, easy to get to fitting location of my choice. Hassle free. Thanks.👍🏻",location positive,value for money positive,,,,,,,,,,,,
Good price and flexible with deliveries,value for money positive,,,,,,,,,,,,,
"Good tyres at a reasonable price, easy to use would definitely use again",tyre quality positive,value for money positive,,,,,,,,,,,,
"easy online booking, garages that were close by, tyres ordered into garage, able to chose a date/time",ease of booking positive,location positive,,,,,,,,,,,,
Speed of service and huge choice of products.,value for money positive,,,,,,,,,,,,,
"Extremely quick and easy to book online, ATS weregreat, super quick and friendly, would definitely recommend",ease of booking positive,length of fitting positive,garage service positive,,,,,,,,,,,
All round great service and great price,value for money positive,,,,,,,,,,,,,
Easy to use website. First class service and delivery on time,delivery punctuality positive,,,,,,,,,,,,,
Excellent value for money. Efficient processing of order. Convenient that the tyre was fitted at my local ATS,location positive,value for money positive,,,,,,,,,,,,
Great prices and very easy to use service.,value for money positive,,,,,,,,,,,,,
"good service and competitive prices, 10/10",value for money positive,,,,,,,,,,,,,
Used [REDACTED] on previous purchases.always good price.,value for money positive,,,,,,,,,,,,,
"Great pricing, and a excellent range to choose from. Found a local garage to fit them, at at convenient time. Had absolutely no problems. Website is easy to navigate and payment steps were nice and simple. 10/10.",location positive,ease of booking positive,value for money positive,,,,,,,,,,,
It was easy to order the tyres i wanted and to choose where i had them fitted,ease of booking negative,,,,,,,,,,,,,
"I've had two bad experiences with the wrong tyres being sent for my car (with which your website only gave me the option for two types of tyres neither of which were right), embarrassment to myself, time wasting for the garages and inconveniencing myself and my family.",incorrect tyres sent negative,garage service negative,,,,,,,,,,,,
Service was what it said on the tin On time and terrific with ATS going the extra mile by repairing my damaged wheel rim when they needn’t have.My car is new and they wanted it to still look so,garage service positive,garage service negative,wait time positive,,,,,,,,,,,
Helpful and friendly without being pushy.,garage service positive,,,,,,,,,,,,,
what a great service and good pricing for my tyres. I have and will continue to advise people of your service. MotorTechs were a great bunch of guys at Temple Farm Southend.,garage service positive,value for money positive,,,,,,,,,,,,
Everything was so simple from ordering to getting the product fitted.,garage service positive,,,,,,,,,,,,,
Price & the fact I’d used you before.,value for money positive,,,,,,,,,,,,,
"Apart from being the cheapest place to purchase high quality, top branded tyres on the internet, BC customer service is excellent. I had a problem with an incorrect order. This was settled amicably, quickly and with a suitable compensation as a gesture of goodwill.",advisor/agent service positive,tyre quality positive,value for money positive,advisoragent service positive,,,,,,,,,,
"Easy to use website, good prices, choice of local garages",value for money positive,location positive,,,,,,,,,,,,
Tyres were delivered 4 days late. Massive inconvenience for me with my car out of use.,delivery punctuality negative,change of date negative,,,,,,,,,,,,
Bit disappointed no time was given for appointment. Had to go and wait to be taken.,ease of booking negative,,,,,,,,,,,,,
Failed to meet the promised delivery date. Then failed to make the revised delivery date.,delivery punctuality negative,change of date negative,,,,,,,,,,,,
Easy process to find the right tyres at a great price,value for money positive,,,,,,,,,,,,,
"In discussions over tyres, I always recommend [REDACTED] as an option worth checking due to the price.",value for money positive,,,,,,,,,,,,,
I was quoted a huge figure for my Michelin tyres by a garage so I googled them. [REDACTED] price was almost £100 cheaper per tyre! Simple and easy to use. I'm delighted.,value for money positive,,,,,,,,,,,,,
"Price was good but the time I booked for was cancelled and emails didn't resolve anything or get me another booking, the advisor I spoke to was really good and sorted everything however it shouldn't have had to get to that point",value for money negative,advisoragent service negative,advisor/agent service positive,value for money positive,change of date negative,,,,,,,,,
"Good choice on the website, and efficient delivery and fitting process in conjunction with our local garage.",delivery punctuality positive,length of fitting positive,location positive,,,,,,,,,,,
"Unbeatable prices, unable to find a better deal elsewhere.",value for money positive,,,,,,,,,,,,,
Easy to use and book-in for,ease of booking positive,,,,,,,,,,,,,
"The centre offered to me was awful- nothing wrong with [REDACTED] in particular, but would make me question using the website due to the location options",garage service negative,location negative,,,,,,,,,,,,
"Very good value, convenience.",value for money positive,,,,,,,,,,,,,
"Easy to use website, good info provided by my garage of choice for fitting time, turned up, tyres fitted in half an hour. Very happy, thank you.",length of fitting positive,garage service positive,,,,,,,,,,,,
cheap and can make appointment,value for money positive,ease of booking positive,,,,,,,,,,,,
"I have used [REDACTED] for years. Good pricing, excellent service, staff are very professional and friendly. Simple online service to use. Never had any issues.",value for money positive,,,,,,,,,,,,,
The fitter was very abrupt so wouldn’t necessarily pick this particular garage again,garage service negative,ease of booking negative,,,,,,,,,,,,
Very satisfied with the buying process and the service at the garage where the tyres were fitted.,garage service positive,,,,,,,,,,,,,
Ordering was straightforward and fitting Centre more than helpful and efficient!,length of fitting positive,garage service positive,,,,,,,,,,,,
Excellent service and much cheaper than quote from dealer for exact same tyres,value for money positive,,,,,,,,,,,,,
Very easy to use and great service was provided by ATS.,garage service positive,,,,,,,,,,,,,
Does what it says. Ready to fit quite quickly. Price competitive even if not cheapest,value for money negative,wait time positive,length of fitting negative,value for money positive,,,,,,,,,,
Very helpful lady - Amy,garage service positive,,,,,,,,,,,,,
Easy and very competitive system,value for money positive,,,,,,,,,,,,,
easy to arrange,ease of booking positive,,,,,,,,,,,,,
"Good price and service, well happy. Good job",value for money positive,,,,,,,,,,,,,
It is very easy to find the right tyres for your vehicle just by providing the registration details. There is a variety of garages to choose from when making a booking and also finding a time which suits the customer,ease of booking positive,,,,,,,,,,,,,
Easy to use website & a very good price on my tyres,value for money positive,,,,,,,,,,,,,
Price and local service Excellent.,location positive,value for money positive,,,,,,,,,,,,
"[REDACTED] was recommended to me by a friend and I've been very pleased with the tyres I bought. They were fitted for me at my home, for a very reasonable price. I would buy from them again.",tyre quality positive,mobile fitter positive,value for money positive,,,,,,,,,,,
Excellent service on time. Though took over 2 hours to change 4 tyres.,length of fitting positive,wait time positive,length of fitting negative,,,,,,,,,,,
No fuss. Great service. Got it done at my local garage.,location positive,,,,,,,,,,,,,
Prices are good. Delivery is quick. Website is easy to use,delivery punctuality positive,value for money positive,,,,,,,,,,,,
Grear prices and tyres fitted within walking distance of my place of work,value for money positive,,,,,,,,,,,,,
"Good Prices, convenient fitting points.",location positive,value for money positive,,,,,,,,,,,,
"It was quick, cheap & easy",value for money positive,,,,,,,,,,,,,
Initially you stated 2 to 3 days to supply my special tyre. You managed to find a local dealer who had the right tyre and I was back on the road in 5 hours,length of fitting negative,value for money negative,wait time positive,location negative,,,,,,,,,,
"It was easy, quick and cheap to get tyres. The garage was amazing. Highly recommended.",garage service positive,value for money positive,,,,,,,,,,,,
Always have the right product at the right price. This is the 3rd time I have used [REDACTED] and wont be the last.,value for money positive,,,,,,,,,,,,,
The garage in Didcot was poor!,garage service negative,,,,,,,,,,,,,
Very Poor service from the designated engineers (Formula 1),garage service negative,,,,,,,,,,,,,
Usually one of the best prices. [REDACTED] does what it says-only the cheaper tyres are not identified when you buy them-just the specification.,value for money positive,,,,,,,,,,,,,
Could not fault service or the price!,value for money positive,,,,,,,,,,,,,
"Great service, very competitive prices, good communication with regards to booking confirmation and reminders of the upcoming booking.",ease of booking positive,value for money positive,,,,,,,,,,,,
Competitive prices and local fitting. Feel 50 minutes to fit two tyres took too long though.,location positive,length of fitting positive,value for money positive,length of fitting negative,,,,,,,,,,
Local fitting agent quite slow.,length of fitting positive,location positive,length of fitting negative,,,,,,,,,,,
"Good selection of tyres, reasonable price, good options for fitting location.",value for money positive,location positive,,,,,,,,,,,,
Very pleasant and efficient . Great value for money,value for money positive,,,,,,,,,,,,,
Good price for the tyres and professional fitting,value for money positive,garage service positive,,,,,,,,,,,,
There are often cheaper services available,value for money positive,value for money negative,,,,,,,,,,,,
"Good price, service and quality.",value for money positive,,,,,,,,,,,,,
"Good prices, easy to navigate website.",value for money positive,,,,,,,,,,,,,
Good service reasonable prices,value for money positive,,,,,,,,,,,,,
Great customer service and easy to use,advisor/agent service positive,advisoragent service positive,,,,,,,,,,,,
"[REDACTED] make ordering tyres easy. They tell you the size of tyre your vehicle requires and the capabilities of each brand of tyre as well as giving a good price, inclusive of fitting, balancing and disposing of your old tyres.They inform you of several fitting depots close to your home and their staff are friendly, helpful and knowledgeable.I would not hesitate to use them again.",advisor/agent service positive,location positive,advisoragent service positive,extra charges positive,value for money positive,,,,,,,,,
"Not very impressed with [REDACTED] wont use again. Not very impressed with [REDACTED], won't be using them again. To be fair the mobile fitter (Wiltshire Tyres) was the main problem. Was lied to twice that they would-be fitted in the morning, then I got the usual we don't have the tyres yet phone call rubbish!Called [REDACTED] who promised that he did have the tyres and they would be done in the AM slot.But of course, he never showed in the morning.Called [REDACTED] many times to complain, emails sent and an automatic call back left.....never heard from them again.Poor customer service, unreliable fitter.2 days on since their response they never did contact me again...all talk no action!",advisoragent service negative,,,,,,,,,,,,,
The garage could not honour the booking time. Why does your website offer such slots if they don’t exist. The garage had my car all day as a result.,wait time negative,ease of booking negative,,,,,,,,,,,,
You did everything you said you would tyres were good value appointment was on time friendly service couldn't ask for more,wait time positive,garage service positive,value for money positive,,,,,,,,,,,
Bunch of money grabbers. I recently parked outside my local waste disposal tip (as a good citizen) only to get an immediate and fast puncture on my front nearside wheel on the sidewall. Knowing full well I couldn't get a repair to a sidewall puncture I accepted and mentally took on an unexpected and very expensive replacement tyre thru topcashback.co.uk and found [REDACTED]. I've just heard this morning that [REDACTED] has rejected my claim despite my clicking thru topcashback and despite my paying FULL price.,value for money negative,,,,,,,,,,,,,
"I just find the whole process very easy to do, I can get very good priced tyres, then just have them delivered to my nearest [REDACTED] fitting service centre ( 5 minutes from my home), book a slot ( normally within a day or so) then 30 minutes & they are done & on my car. What’s not to like 😊",length of fitting positive,value for money positive,ease of booking positive,,,,,,,,,,,
excellent service eventually as could not be fitted in at my choice of fitter. Had to pay a bit extra to move tyres round car but this was not a problem,ease of booking negative,extra charges positive,,,,,,,,,,,,
Because [REDACTED] provides a wider choice of tyres than the local atseuromaster and yet I can still have these tyres supplied by [REDACTED] fitted by my local atseuromaster. A win win situation.,location positive,,,,,,,,,,,,,
Really friendly and trustworthy service. I ordered the wrong tyre but [REDACTED] notified me of this and helped me change it. Then the tyre was not needed as the garage could repair the puncture. [REDACTED] collected the tyre and refunded me without any fuss.,advisoragent service positive,,,,,,,,,,,,,
"Fantastic, quick no big sales chat, customer service are amazing, no issues they just sort it. I have used a few times now",advisor/agent service positive,advisoragent service positive,,,,,,,,,,,,
The cost of the tyres is very competative however the customer service is excellent. I had an issue and the way your customer service dept dealt with it was exceptional. Thank you,advisor/agent service positive,value for money positive,advisoragent service positive,,,,,,,,,,,
Confusion as to status of order - duplicated order need to be sorted out but,advisoragent service positive,booking confusion negative,,,,,,,,,,,,
Excellent service and communication with us as customers.,advisoragent service positive,,,,,,,,,,,,,
Very nice customer service😊,advisor/agent service positive,advisoragent service positive,,,,,,,,,,,,
"Initial purchasing experience was fine. There was an issue with the fitting date (the mobile fitter couldn't make the date I selected) but I communicated with Rajesh and then Bihan to get a different date agreed. That was all fine however once the fitter had completed everything and was about to leave, he told me that he couldn't balance the tyres as he didn't have the necessary fitment for my wheels. I contacted [REDACTED] customer service by email to try and resolve this but didn't get a reply, meaning I had to take my car to a separate service centre and pay an additional £38 to get the four wheels balance. My overall impression is that [REDACTED] are good to communicate with (prompt and polite) prior to the sale, but follow up service, at least in my case, was non existent.",advisoragent service positive,garage service positive,change of date positive,response time positive,mobile fitter positive,,,,,,,,,
"Good price and staff at ATS were great but [REDACTED] did not inform me that ATS couldn't meet the slotted time of 1000 and had booked me in for 1400 instead. Poor communication and customer service [REDACTED], shame on you!",advisoragent service positive,garage service positive,value for money positive,,,,,,,,,,,
"Trouble free from choosing to fitting. This was my 1st experience in buying tyres online and I have to say I'm totally pleased that I chose [REDACTED].The process of comparing, choosing and reading up about the tyres in my size and price range is very helpful and simple to do. They have several top Brands and a large overall choice.And that also goes for choosing the garage and appointment time/date that suits me.You chose the garage and your chosen tyres will be there waiting for you when you arrive. Supply them the order number and abit of information like which tyres you want replacing etc and then sit back and they'll deal with everything. You can leave a review of the garage afterwards to help others decide.You can even copy the appointment info straight into the calendar which is a nice touch. The app links to mapping services to direct you to the garage.If the garage offers other services you can order these aswell, but if there's a charge then you will have to pay that direct to the garage while there.The customer service is 1st class over the phone and in web chat forms.The phone app was recommended to me and I'll certainly be recommending it to other people I know who can benefit from the service.Prices are competitive and I found them to be cheaper than the majority of the market and knowing that the price I pay includes fitting and VAT means I don't need to separately pay the garage aswell.If you don't require fitting then for a reduced price they will deliver the tyres straight to an alternative address.If you need to cancel your order for any reason then they don't question it or try to convince you not to. They simply issue a full refund. No pressure at all. Easy.My experience with [REDACTED] was excellent. I will be using the service next time I require tyre services.Takes the worry out of searching, buying and arranging fittings!",ease of booking positive,advisor/agent service positive,tyre quality positive,location positive,advisoragent service positive,refund positive,extra charges positive,value for money positive,garage service positive,,,,,
"Competitive online prices. Rodney's Garage in Forest Hill done an ace job! Superb customer service, quick and flexible. Product and service recommended and will use again.",value for money positive,advisor/agent service positive,tyre quality positive,garage service positive,advisoragent service positive,,,,,,,,,
Excellent service. I just key in my reg number and the appropriate tyre choices for my make and model pop up (this appears to be a relatively new feature) . Before I would need to check my tyres for the tyre model. The prices are competitive and I got to book this in at a suitable time at one of my local garages who were also excellent. This website is helping me to keep the cost of my new tyres right down.,location positive,value for money positive,ease of booking positive,garage service positive,,,,,,,,,,
"I got the tyres I wanted fitted at home at a good price. However they changed the time and date slot that I chose when I booked online and only told me by email which I don't check too often. The work was done by a seemingly new and inexperienced lad. He worked hard though, kudos to him. Price is good, especially for a mobile service.",mobile fitter positive,ease of booking negative,value for money positive,,,,,,,,,,,
"Great service, arrived on time and tyres fitted no problems.",garage service positive,delivery punctuality positive,,,,,,,,,,,,
had a problem - they corrected it promptly,advisoragent service positive,,,,,,,,,,,,,
Great affordable tyres & fitted at a time that suited me & was convenient.,value for money positive,ease of booking positive,,,,,,,,,,,,
Good service and great tyres. Only issue is 5t he first booking got put back. I don't understand why there is an option to book an appointment if its not available. Other than that great service.,tyre quality positive,change of date negative,ease of booking negative,,,,,,,,,,,
Local fitters next day delivery and competitive pricing,delivery punctuality positive,value for money positive,location positive,,,,,,,,,,,
[REDACTED] itself good value easy to use but the so called premier garage they use fitted my tyres and they were terrible wheel shook stupidly second attempt same issue slightly improved but still noticeable shaking went to a other more regular garage I use rebalanced and smooth as ever,value for money positive,garage service negative,balancing negative,,,,,,,,,,,
"No waiting for garage to order in tyres. Easy to arrange date for tyres to be fitted locally. Great website, will use again.",location positive,ease of booking positive,,,,,,,,,,,,
"smooth ordering process, good prices",value for money positive,,,,,,,,,,,,,
good price and efficient service,value for money positive,,,,,,,,,,,,,
Competitive pricing - 10% off flash sale made me purchase with [REDACTED].,discounts positive,value for money positive,,,,,,,,,,,,
Easy and price,value for money positive,,,,,,,,,,,,,
Ordering and booking couldn't be easier. So very convenient. The whole process was quick and simple. The staff at Cavendish Motors were very professional and the work was completed in a timely manner. I have used [REDACTED] and Cavendish Motors before and wouldn't hesitate to do so again in the future.,ease of booking positive,length of fitting positive,garage service positive,,,,,,,,,,,
Good value and fitted on time,value for money positive,wait time positive,,,,,,,,,,,,
"I don’t have much spare time so used [REDACTED] as they already had good reviews and competitive pricing. The whole transaction was speedy and hassle free. I liked the fact that a local fitter attended to fit the tyres and offered a very efficient service. Will definitely come back again, no need to look elsewhere.",value for money positive,length of fitting positive,,,,,,,,,,,,
"[REDACTED] identified the size of tyre required for my vehicle and it was very easy to order them. They told me there were several fitting depots close to my home and [REDACTED] staff were friendly, helpful and knowledgeable. The prices were good and a description of the capabilities of each tyre were given. I don't think the service could be bettered.",location positive,advisor/agent service positive,value for money positive,advisoragent service positive,,,,,,,,,,
"The staff in Milton Keynes were great, they were young but really took an interest in making sure the customer was happy with the work. They took time to explain what they were doing if asked, well done to those two.",garage service positive,,,,,,,,,,,,,
Easy to use and couldn't fault the service provided by the garage that fitted the tyres!,garage service positive,,,,,,,,,,,,,
"Good prices, excellent service at garage. Easy to use web-site.",garage service positive,value for money positive,,,,,,,,,,,,
Because this is the second time this year I have been let down with a fitting date. You just send new appointments without actually phoning customers to explain,ease of booking negative,change of date negative,,,,,,,,,,,,
V good service and kept to delivery times,delivery punctuality positive,,,,,,,,,,,,,
Excellent choice and availability of tyres. Access to plenty of approved garages to fit.,ease of booking positive,,,,,,,,,,,,,
Good selection of tyres. Competative prices.,value for money positive,,,,,,,,,,,,,
When I turned up at the arranged appointment time last Saturday the tyre fitter had no record of the appointment. I then had to rearrange my weekend plans and return on the Sunday. I was told that this was the fourth time this had happened to them that week. There is obviously a communication problem between the [REDACTED] booking system and the tyre fitters. I would be unlikely to use the service again after this.,booking confusion negative,ease of booking negative,,,,,,,,,,,,
Good price and the fitting garage were good,garage service positive,value for money positive,,,,,,,,,,,,
Most plight and helpful people,value for money positive,,,,,,,,,,,,,
"Very fast & efficient plus a lovely cup of tea, what more could you expect.",length of fitting positive,facilities positive,,,,,,,,,,,,
"The garage we chose from your listing gave us a time. We arrived there but no-one was on the reception desk & nobody came until finally I went out into the bay to request assistance but it was still a long time before anybody came. Finally after being attended to we were told we'd have to wait another 45mins before the tyres could be put on this being despite the fact that we had booked in & arrived on time. When we finally did get the car back, which took longer than (the added) 45 minutes I'd missed important work hours & we almost missed picking up our small daughter from school on time. A week later I drove the car on the motorway & there's an awful wobble when getting close to motorway speeds. This was not there prior to taking the vehicle in. A very unsatisfactory experience from beginning to end. We shall shop for our vehicles elsewhere in future.",wait time positive,delivery punctuality positive,,,,,,,,,,,,
excellent value and easy booking system,value for money positive,ease of booking positive,,,,,,,,,,,,
"Website easy to negotiate , order placed , garage arranged all done , very slick.",ease of booking positive,,,,,,,,,,,,,
Easy to use tyre fitting broker. Easily booked for tyre fitting at my local ATS branch and the price was significantly less than an ATS quote,location positive,ease of booking positive,value for money positive,,,,,,,,,,,
"Tyretastic. Great Service! Tyres arrived on time, fitted at the agreed time and back on the road within 45 mins after changing all 4 tyres.",delivery punctuality positive,wait time positive,length of fitting positive,,,,,,,,,,,
"[REDACTED] system works well and can save you money. I've used [REDACTED] twice now and was impressed by their system of supplying tyres to a local garage of your choice for convenient fitting. Usually their price works out at least 10% cheaper but not always, so compare prices and if it looks a good deal you can vou sure that the system works well.",value for money positive,location positive,,,,,,,,,,,,
"Precise and cost efficient service, easy to order and collect",value for money positive,,,,,,,,,,,,,
"Used for 5 years, still generally lowest prices for my tyres and faultless service. Recommended",value for money positive,,,,,,,,,,,,,
"Great cost and great service. Great cost, great service!",value for money positive,,,,,,,,,,,,,
Couldn't be easier to buy through [REDACTED]. Tyres are great value and there are lots of options to get them fitted. would definitely recommend.,value for money positive,,,,,,,,,,,,,
Excellent service and prices.,value for money positive,,,,,,,,,,,,,
"quick, easy, good value. excellent fitting",value for money positive,garage service positive,,,,,,,,,,,,
great service fitted at a local chain company cheaper than they could provide them. Delivered on time. what's not to like.,delivery punctuality positive,value for money positive,location positive,,,,,,,,,,,
Amazing service will use again. Great service! Had a tyre change was £40 cheaper than the other garage I use just over the road!,value for money positive,,,,,,,,,,,,,
Efficient service at good price,value for money positive,,,,,,,,,,,,,
"Very good service, good pricing and very easy to order.",value for money positive,,,,,,,,,,,,,
Very good service and value for money,value for money positive,,,,,,,,,,,,,
Got tyres at a great price and fitted a my work. Got tyres at a great price and had the fitted a my place of work. Fantastic and professional service,mobile fitter positive,value for money positive,,,,,,,,,,,,
Very happy with the easy to use site and saved over fòrty pounds on tyres.,value for money positive,,,,,,,,,,,,,
"Went on to [REDACTED] web site looked at the great tyre selection they had,chose the tyres [REDACTED] then delivered them to the garage.Was notified by the garage when they where delivered from [REDACTED],chose a time & date and went along and had them fitted.Have used [REDACTED] before and have recommended to family and friend's to use them.Very good service from start to Finnish.",delivery punctuality positive,ease of booking positive,garage service positive,,,,,,,,,,,
Excellent service. Easy booking process - competitive pricing and very knowledgeable and approachable technician. Will definitely use again.,value for money positive,ease of booking positive,garage service positive,,,,,,,,,,,
Good choice of tyres at competitive price,value for money positive,,,,,,,,,,,,,
good service. Tyres delivered to garage of my choiceFitted in a short time from orderingVery good device by everybody,delivery punctuality positive,,,,,,,,,,,,,
"Top marks. Cheap, convenient and very easy!",value for money positive,,,,,,,,,,,,,
tyres ordered online and paid for so easy to do Had the tyres fitted at a garage close to home very good service provided by the garage Bond street MotorsExcellent all round experience,garage service positive,location positive,,,,,,,,,,,,
"Tyre purchase made simple. A simple, straightforward way of selecting and purchasing tyres at very competitive prices which allows the purchaser to make his or her own selection of the preferred fitting location, date and time.",ease of booking positive,value for money positive,,,,,,,,,,,,
"Excellent. My tyre was fitted expertly and in a reasonable time, while I waited. Will definitely use again.",length of fitting positive,garage service positive,,,,,,,,,,,,
"I wanted tyres for a trailer and using [REDACTED] gave me the time and ability to choose exactly what I wanted and fitted by a trusted local company, without being persuaded to have what's in stock. All at an excellent price.",value for money positive,location positive,garage service positive,,,,,,,,,,,
"Fast delivery of tyres. Ordered two Dunlop tyres that arrived a day earlier than expected, which enabled me to have them fitted earlier by my nominated garage.I think the tyres are quieter than the previous Avon and Uniroyal tyres. Thank you!",delivery punctuality positive,tyre quality positive,,,,,,,,,,,,
"Easy and simple. So easy to use, ordering was simple once everything was confirmed I contacted fitting centre to arrange fitting of tyres, car taken straight away on arrival and was ready at time agreed for pickup",ease of booking positive,wait time positive,,,,,,,,,,,,
incredible service at an amazing price. Outstanding value for money.,value for money positive,,,,,,,,,,,,,
The use of [REDACTED] was brilliant and the service at garage was fantastic will use again,garage service positive,,,,,,,,,,,,,
"Fantastic service and prices, as always.Very easy to use website with a range of fitting stations to chose from.Will continue to use!",value for money positive,,,,,,,,,,,,,
"No problem. No issues select tyre you want, location and timing, pay for it and go",,,,,,,,,,,,,,
